impolite,polite
0.07644885182819545,0.9235511481718047
0.28967394360743454,0.7103260563925654
,
0.5951042261779017,0.4048957738220981
0.2382421339132486,0.7617578660867513
,
0.009145885162960969,0.990854114837039
0.7090824721074402,0.2909175278925596
0.41552162079990934,0.5844783792000906
0.1290414991650481,0.870958500834952
0.6805535216165994,0.3194464783834008
0.122943249046635,0.877056750953365
0.11178162925896896,0.8882183707410309
0.11763064162030831,0.8823693583796917
0.6295802903428263,0.37041970965717386
0.316906073040069,0.683093926959931
0.20161246870656277,0.7983875312934372
0.023172683423521596,0.9768273165764785
0.2239977192416986,0.7760022807583017
0.11230810663464501,0.8876918933653548
0.042385925017721794,0.9576140749822782
0.3601866064999168,0.6398133935000831
0.3707507719059394,0.6292492280940606
0.4279503130410952,0.572049686958905
0.39064712106406657,0.6093528789359336
0.2812203098543997,0.7187796901456005
0.49152583048588494,0.5084741695141151
0.408734144663766,0.5912658553362339
0.3550675945185764,0.6449324054814235
0.40969144164175597,0.590308558358244
0.25307577048689417,0.746924229513106
0.8800339341908129,0.11996606580918727
0.10315393098246822,0.8968460690175318
,
0.028349916493980477,0.9716500835060196
0.6053990160483188,0.3946009839516811
0.6514866132722462,0.3485133867277538
0.4280834834124406,0.5719165165875593
0.22021479898119933,0.7797852010188007
0.2321504539232643,0.7678495460767357
0.11422842468555251,0.8857715753144476
0.13386659124418082,0.8661334087558191
0.6798866742525203,0.3201133257474797
0.1983751619404744,0.8016248380595253
0.28775726203150803,0.712242737968492
0.5885529797733088,0.41144702022669116
0.9068024288205362,0.09319757117946383
0.8968619385302855,0.10313806146971445
0.20774646852962578,0.7922535314703745
0.2610887367005298,0.7389112632994703
,
0.5151918620355349,0.48480813796446504
0.25732847631072314,0.7426715236892769
0.36063177750638786,0.6393682224936121
0.7597499735944501,0.24025002640555004
0.4169892981110999,0.5830107018889003
,
,
,
,
0.2966750906688006,0.7033249093311995
,
,
,
,
0.3888909348028233,0.6111090651971767
,
0.5225495662592539,0.4774504337407461
,
,
0.026076394795720468,0.9739236052042795
,
,
,
,
0.5555354123656625,0.4444645876343374
0.5584465366330774,0.4415534633669226
0.13006217676236972,0.8699378232376302
0.0925678882326298,0.90743211176737
0.22747297569785752,0.7725270243021424
0.13601795125667226,0.8639820487433278
,
,
0.6316620588088855,0.3683379411911147
,
0.1635892564491319,0.8364107435508681
0.5577674544921929,0.44223254550780716
,
0.5469740211483622,0.45302597885163787
0.7325953067926025,0.2674046932073974
0.03363393110828474,0.9663660688917153
,
0.35847759415084474,0.6415224058491553
0.5411064710849666,0.4588935289150333
0.09841598751315926,0.9015840124868406
,
0.6271494890284235,0.3728505109715766
0.35290532437231126,0.6470946756276889
,
,
0.5082688914462281,0.49173110855377183
0.010026610128845568,0.9899733898711544
0.19916099771472856,0.8008390022852713
0.08243501430994389,0.9175649856900562
0.03749349429271037,0.9625065057072895
0.5,0.5
0.8594002184313283,0.14059978156867173
0.46451729526620544,0.5354827047337947
0.4288022748147012,0.5711977251852988
0.09909369372687506,0.9009063062731251
0.034718270739935615,0.9652817292600643
0.06614154124385518,0.9338584587561447
0.6219494735727089,0.37805052642729114
0.19378447989664452,0.8062155201033553
0.09177125489913165,0.9082287451008683
0.5560402326516104,0.44395976734838966
0.00937720459856536,0.9906227954014346
0.5339608674258162,0.46603913257418383
0.13909610663732422,0.8609038933626759
0.1477065113303091,0.852293488669691
0.5113558562292934,0.48864414377070664
0.1320304752588508,0.867969524741149
0.11693234597429228,0.8830676540257077
,
0.4913604627924263,0.5086395372075737
,
,
0.2711556841726817,0.7288443158273185
0.2778647381118904,0.7221352618881093
0.7335746369312167,0.2664253630687834
0.01231491631639846,0.9876850836836017
0.011442436367649007,0.9885575636323509
0.4665356198572508,0.5334643801427491
0.3940422250743861,0.605957774925614
0.25992566071851464,0.7400743392814851
0.5367892507318979,0.46321074926810213
0.42740154104888206,0.5725984589511178
0.011909014879332725,0.9880909851206675
0.11553154322452665,0.8844684567754735
0.26303907386649433,0.7369609261335058
0.01922634207022551,0.9807736579297744
0.34248733564353145,0.6575126643564685
,
0.700259859668353,0.29974014033164686
0.01464659807508795,0.9853534019249119
0.295906984453285,0.704093015546715
0.2820900664847555,0.7179099335152441
0.058613011063293495,0.9413869889367066
0.7828642174207175,0.21713578257928257
0.2373856464625199,0.7626143535374801
,
0.1917077278561008,0.8082922721438991
,
,
,
0.004724652463243675,0.9952753475367563
0.07050278381257956,0.9294972161874205
0.005332716817326349,0.9946672831826736
0.06842074369769273,0.9315792563023073
0.01281804130165702,0.9871819586983432
0.05952131411599493,0.9404786858840049
0.29935792343079554,0.7006420765692046
0.3501002782587365,0.6498997217412633
0.1569049831449128,0.8430950168550871
,
0.46891077326792,0.53108922673208
0.38720184791910695,0.6127981520808929
0.04669303756076156,0.9533069624392386
0.1685856227485724,0.8314143772514276
0.24584555572763478,0.7541544442723653
,
,
0.237090428617084,0.7629095713829159
0.041230871529627164,0.9587691284703728
0.07292572084742123,0.9270742791525787
0.2584118617751863,0.7415881382248138
0.050919865731093236,0.9490801342689068
0.4219381495729112,0.5780618504270888
0.14758996983692635,0.8524100301630736
0.2543836068659751,0.745616393134025
0.09077630807821932,0.9092236919217807
,
0.03787859271025096,0.9621214072897493
0.12134070342402076,0.8786592965759792
,
0.16871857085021408,0.8312814291497858
0.03686504916040327,0.9631349508395967
0.08853736657138225,0.9114626334286177
0.4885107374080452,0.5114892625919547
0.02069663751091743,0.9793033624890827
0.4055051773546355,0.5944948226453646
0.01304741266954535,0.9869525873304545
0.3115829787047577,0.6884170212952421
0.46243398785921114,0.5375660121407888
0.6286711226034642,0.3713288773965357
0.3674818551018813,0.6325181448981186
,
0.19837660893766804,0.8016233910623318
0.3135606405648744,0.6864393594351255
0.10634023756016729,0.8936597624398328
,
,
0.035610625022035214,0.964389374977965
0.06860353950916195,0.9313964604908381
0.03179743911911499,0.968202560880885
0.1212374783709995,0.8787625216290004
0.11820861687850502,0.881791383121495
0.06141829217231907,0.9385817078276808
0.10788024883214573,0.892119751167854
0.0538348705226232,0.9461651294773765
0.061350421990775304,0.9386495780092247
0.5587051541474185,0.4412948458525814
,
0.06248775629761408,0.9375122437023858
0.1407414538953819,0.8592585461046182
0.03624686554750327,0.9637531344524967
,
0.025869295590406113,0.9741307044095938
,
,
0.18260735190230953,0.8173926480976904
0.2404225111941885,0.7595774888058114
0.4781015103223835,0.5218984896776165
0.26267484238146327,0.737325157618537
0.007196767782208628,0.9928032322177914
0.5269461390408969,0.4730538609591032
